branch,ncust,customer,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
68,3388,337514,19,2,0,0,28,7.5,1.51,0.59,1
68,3388,337528,48,4,24,18,66,4.4,0.32,2.58,0
68,3388,337553,18,2,0,0,16,8.3,0.17,1.15,1
68,3388,337620,29,2,1,5,39,10.3,2.98,1.03,1
68,3388,337625,37,2,0,9,37,16.2,0.93,5.06,0
68,3388,337641,23,4,0,1,73,0.7,0.25,0.26,0
68,3388,337769,27,3,4,5,41,6.1,1.65,0.85,1
68,3388,337840,38,4,10,11,63,12.2,2.76,4.93,0
68,3388,337873,39,3,10,7,45,25,1.77,9.48,0
68,3388,337887,28,4,4,3,48,24.3,3.34,8.33,1
68,3388,337922,54,3,2,19,35,6.4,0.93,1.31,0
68,3388,337945,39,4,12,10,98,1.6,0.16,1.41,0
68,3388,337963,19,2,0,0,26,17.2,2.65,1.82,1
68,3388,337991,71,1,2,13,23,10.1,1.44,0.89,0
68,3388,338047,24,2,4,2,21,3.8,0.36,0.44,0
68,3388,338062,28,2,3,4,20,9,0.37,1.43,0
68,3388,338069,21,1,4,1,15,7.3,0.05,1.04,0
68,3388,338112,36,2,8,2,42,3.1,0.75,0.55,0
68,3388,338207,36,2,1,8,31,21,0.33,6.18,0
68,3388,338240,23,1,0,2,20,8.4,0.24,1.44,1
68,3388,338253,28,3,3,3,25,18.8,1.16,3.54,1
68,3388,338294,26,3,0,3,31,3.1,0.1,0.86,1
68,3388,338307,36,5,3,7,45,3.3,0.47,1.02,0
68,3388,338320,32,4,2,2,55,10.6,1.43,4.4,1
73,4501,360036,24,4,0,1,56,9.3,1.55,3.66,1
73,4501,360188,19,2,0,0,55,7.9,0.61,3.73,0
73,4501,360230,28,4,2,3,22,6.2,0.76,0.61,1
73,4501,360245,40,5,1,11,32,18.6,3.4,2.55,1
73,4501,360349,33,5,6,4,121,15.1,3.31,14.96,1
73,4501,360448,34,3,0,4,23,6.8,0.69,0.88,1
73,4501,360449,19,2,0,0,30,4,0.52,0.68,0
73,4501,360504,44,1,17,14,107,13,3.83,10.08,0
73,4501,360509,29,2,1,6,36,9.3,1.42,1.93,1
73,4501,360518,65,1,10,18,32,9.9,1.37,1.8,0
73,4501,360585,45,2,18,11,59,8.9,2.74,2.51,0
73,4501,360684,33,2,4,8,79,12.6,8.55,1.4,1
73,4501,360740,32,3,3,5,34,12.4,2.18,2.03,0
73,4501,360763,32,4,5,6,67,8.4,3.38,2.25,0
73,4501,360917,23,3,0,1,34,9.2,1.25,1.87,1
73,4501,360925,25,5,0,2,60,8.4,1.25,3.79,0
73,4501,360927,22,4,0,1,23,6.2,0.35,1.08,1
73,4501,360963,27,1,6,2,20,14.3,0.38,2.48,0
73,4501,360968,43,4,0,10,94,19.9,6.32,12.38,1
73,4501,360970,53,4,26,20,249,5.8,7.58,6.86,0
73,4501,361058,24,3,2,3,22,5.6,0.08,1.15,0
73,4501,361072,43,2,13,13,62,24.2,8.07,6.93,1
73,4501,361083,25,1,4,1,33,13.2,1.63,2.73,1
73,4501,361101,26,3,0,3,24,32,4.42,3.26,1
73,4501,361105,18,2,0,0,34,16.3,1.87,3.67,1
73,4501,361146,46,4,14,10,57,4.7,0.25,2.43,0
73,4501,361166,46,4,22,10,160,15.5,9.92,14.88,1
73,4501,361198,52,2,22,17,87,11.3,0.71,9.12,0
73,4501,361201,35,3,3,7,54,11,1.16,4.78,0
73,4501,361255,23,3,1,2,63,16.8,3.14,7.44,1
73,4501,361267,33,1,7,5,33,6.9,0.68,1.6,1
73,4501,361299,18,2,0,0,28,8.1,0.84,1.42,1
73,4501,361305,31,2,11,8,37,5.7,0.82,1.28,0
73,4501,361346,30,3,4,3,62,14.8,1.53,7.64,1
73,4501,361396,23,3,2,2,32,3,0.28,0.68,0
73,4501,361437,42,2,1,5,50,9.6,2.6,2.2,0
73,4501,361440,21,2,0,1,21,6.3,0.83,0.49,1
73,4501,361454,35,2,15,8,55,10.2,3.37,2.24,0
73,4501,361487,26,2,5,1,47,6.2,1.83,1.09,0
73,4501,361612,75,4,50,18,460,19.6,26.69,63.47,1
73,4501,361630,22,3,0,2,32,3.7,0.31,0.87,1
73,4501,361699,19,2,0,0,21,5.6,0.14,1.04,0
73,4501,361704,28,2,3,2,22,11.5,0.87,1.66,0
73,4501,361727,22,3,0,1,45,13.6,1.87,4.25,0
73,4501,361728,30,2,4,4,45,10,2.13,2.37,0
73,4501,361759,24,4,0,1,53,16.1,5.09,3.44,1
73,4501,361823,20,3,0,0,33,9.4,0.55,2.55,1
73,4501,361845,38,2,18,7,53,5.2,1.2,1.55,0
73,4501,361850,20,3,0,0,22,5.1,0.36,0.76,1
73,4501,361875,28,5,0,4,57,12.4,4.52,2.54,1
73,4501,361900,23,3,0,2,25,4.2,0.16,0.89,0
73,4501,361907,21,3,0,1,22,8.5,0.08,1.79,0
73,4501,362006,23,4,0,1,28,3.1,0.34,0.53,0
73,4501,362180,19,2,0,0,22,8.2,0.5,1.3,0
73,4501,362320,26,2,3,4,33,2.7,0.53,0.36,0
73,4501,362379,19,2,0,0,23,18.4,0.98,3.25,1
73,4501,362479,24,2,5,2,37,5.7,0.48,1.63,0
73,4501,362480,19,2,0,0,33,7.5,0.36,2.11,0
73,4501,362493,34,4,9,9,34,32.1,2.39,8.52,1
73,4501,362513,26,4,1,1,31,12.3,1.15,2.67,1
73,4501,362711,63,1,17,26,103,12.3,3.47,9.2,0
73,4501,362745,31,3,7,4,30,1.9,0.17,0.4,0
73,4501,362747,22,4,0,1,28,8.1,0.61,1.66,1
73,4501,362797,34,2,6,4,41,7.5,1.09,1.98,1
73,4501,362909,45,2,24,10,86,9.7,1.74,6.6,0
73,4501,362911,22,3,0,1,31,10.1,0.7,2.44,1
73,4501,363011,21,3,0,1,44,6.3,1.29,1.48,0
73,4501,363019,65,1,21,23,42,1.6,0.29,0.38,0
73,4501,363142,24,3,0,2,17,9.2,0.31,1.25,0
73,4501,363175,25,4,1,2,35,1.4,0.06,0.43,1
73,4501,363198,32,4,3,6,56,13.2,1.53,5.86,1
73,4501,363246,21,3,0,0,36,14.1,1.6,3.48,1
73,4501,363280,23,4,0,2,34,17,2.16,3.62,1
73,4501,363302,40,3,17,6,120,10.2,4.32,7.92,0
73,4501,363329,44,2,2,17,50,2.8,0.52,0.88,0
73,4501,363388,39,4,4,6,75,5.6,2.62,1.58,0
73,4501,363447,26,3,3,4,18,12.9,0.4,1.92,1
73,4501,363476,25,2,1,3,20,2.5,0.17,0.33,0
73,4501,363504,28,2,8,4,40,9.8,1.36,2.56,1
73,4501,363544,43,4,13,12,127,3,0.42,3.39,0
73,4501,363681,28,2,6,2,112,3.4,0.38,3.43,0
73,4501,363785,40,1,16,7,33,23.3,2.02,5.67,1
73,4501,363807,31,1,0,6,26,3.2,0.34,0.49,0
73,4501,363822,29,3,0,5,37,6.7,0.7,1.77,0
73,4501,363832,54,1,13,18,105,13.6,1.63,12.65,0
73,4501,363882,42,4,9,9,49,7.3,1.15,2.43,1
73,4501,363946,39,2,14,7,94,30.2,10.5,17.88,1
73,4501,363975,36,3,10,7,101,13.1,7.24,5.99,1
73,4501,364013,55,5,21,14,91,6.6,2.01,3.99,0
73,4501,364037,21,2,0,1,15,4.1,0.25,0.37,0
73,4501,364057,49,3,3,7,28,6.9,0.85,1.09,0
73,4501,364071,50,4,27,12,181,2.3,1.79,2.37,0
73,4501,364125,22,4,0,1,55,27.4,6.22,8.85,1
73,4501,364211,33,2,3,6,33,5.1,0.9,0.79,0
73,4501,364304,39,4,9,12,78,4.1,0.35,2.85,0
73,4501,364366,26,3,3,3,66,4,0.19,2.45,0
73,4501,364418,23,1,5,1,48,18,1.05,7.59,1
73,4501,364428,19,2,0,0,31,10.6,0.99,2.29,1
73,4501,364476,32,2,7,3,33,24.6,4.14,3.98,1
73,4501,364499,19,2,0,0,19,5.4,0.37,0.65,1
74,2658,365041,33,1,9,4,22,14.6,0.73,2.48,0
74,2658,365043,55,5,11,16,88,12.9,5.11,6.24,0
74,2658,365079,21,2,1,1,30,3.1,0.31,0.62,0
74,2658,365110,47,2,10,10,39,6.7,0.22,2.39,0
74,2658,365120,24,2,2,0,32,11,0.83,2.69,0
74,2658,365178,25,2,5,2,36,2.7,0.53,0.44,0
74,2658,365216,34,4,9,7,58,28.4,4.97,11.5,1
74,2658,365236,67,2,7,25,58,11.4,1.59,5.03,0
74,2658,365265,51,2,22,11,65,18.1,4.91,6.86,0
74,2658,365285,45,2,26,12,100,7.5,1.7,5.81,0
74,2658,365288,24,3,0,2,67,8.9,2.38,3.58,1
74,2658,365291,46,2,23,14,99,3.2,1.81,1.36,0
74,2658,365383,53,4,3,15,50,15.7,4.25,3.6,0
74,2658,365437,28,4,1,4,175,19.4,7.03,26.92,1
74,2658,365442,21,3,0,0,20,4,0.48,0.32,0
74,2658,365473,28,4,2,3,47,12.1,0.43,5.25,1
74,2658,365477,51,3,10,17,144,4.9,0.92,6.14,0
74,2658,365484,27,4,1,4,38,8.2,0.62,2.5,0
74,2658,365507,18,1,1,0,15,8.4,0.74,0.52,1
74,2658,365536,62,1,32,19,86,6.3,3.97,1.45,0
74,2658,365579,30,2,3,1,35,16.1,0.81,4.82,1
74,2658,365587,19,2,0,0,21,8.1,0.69,1.01,0
74,2658,365613,76,3,12,27,53,6.2,1.28,2.01,0
74,2658,365668,22,4,0,1,19,7.4,0.78,0.63,1
74,2658,365683,26,1,10,4,43,5.2,0.89,1.35,0
74,2658,365719,18,2,0,0,30,8.9,0.23,2.44,1
74,2658,365731,30,3,3,2,23,6.5,0.28,1.22,1
74,2658,365743,36,2,5,9,50,0.8,0.12,0.28,0
74,2658,365773,30,2,5,6,36,4.7,0.77,0.92,0
74,2658,365817,42,2,17,7,66,8.7,1.73,4.01,0
74,2658,365823,18,2,0,0,30,3.8,0.57,0.57,0
74,2658,365839,28,4,3,3,47,17.7,2.79,5.53,1
74,2658,365866,48,2,22,16,196,10.5,7.41,13.17,1
74,2658,365869,42,1,1,10,32,7.2,0.69,1.62,1
74,2658,365873,33,4,7,6,63,16.7,2.81,7.71,0
74,2658,365895,26,4,1,3,35,7,1.21,1.24,0
74,2658,365943,24,4,0,2,25,5.7,0.64,0.79,1
74,2658,365968,39,4,4,6,84,3.4,0.41,2.45,0
74,2658,365987,19,2,1,0,20,25.9,1.94,3.24,1
74,2658,366021,18,2,0,0,27,6.1,0.92,0.73,0
74,2658,366054,23,4,0,1,47,12.3,2.1,3.68,1
74,2658,366058,23,1,5,1,26,5.3,0.14,1.24,1
74,2658,366075,30,3,1,4,26,8,1.18,0.9,0
74,2658,366079,59,1,3,14,44,16.6,5.47,1.83,1
74,2658,366080,37,1,0,8,36,16.1,1.99,3.81,1
74,2658,366109,35,1,16,6,93,4.7,2.86,1.51,0
74,2658,366221,23,2,2,0,17,21.3,0.3,3.32,1
74,2658,366287,52,4,2,18,48,5.4,1.4,1.19,0
74,2658,366299,19,2,0,0,26,14.3,0.52,3.2,1
74,2658,366365,70,2,33,17,150,13.3,5.17,14.78,0
74,2658,366382,30,4,5,6,109,7.8,1.39,7.11,0
74,2658,366410,40,1,17,5,72,7.3,0.95,4.31,0
74,2658,366458,23,3,2,2,39,16.6,1.64,4.83,0
74,2658,366486,26,1,5,3,24,7.9,0.33,1.56,0
74,2658,366563,33,3,12,9,48,3.7,0.93,0.84,0
74,2658,366568,55,2,4,19,59,22,6.83,6.15,1
74,2658,366585,46,1,5,9,40,4.5,0.98,0.82,0
74,2658,366610,32,2,12,9,27,1.8,0.16,0.32,0
74,2658,366622,18,2,0,0,35,12.3,0.87,3.44,0
74,2658,366635,18,2,0,0,27,9.4,0.43,2.1,1
74,2658,366655,23,4,0,2,33,2.9,0.23,0.72,0
74,2658,366658,41,2,21,9,56,4.8,1.15,1.54,0
74,2658,366663,22,4,0,1,21,11.8,0.67,1.81,0
74,2658,366664,33,2,15,6,71,14.6,2.79,7.58,0
74,2658,366673,24,4,0,1,128,8.9,3.55,7.84,1
74,2658,366716,23,3,1,2,28,0.6,0.06,0.11,0
74,2658,366741,37,4,3,8,41,14.4,2.03,3.87,0
74,2658,366753,43,1,4,9,26,12.9,1.53,1.82,0
74,2658,366756,31,3,2,5,45,13.1,1.64,4.25,1
74,2658,366761,20,3,0,1,28,8.6,0.2,2.21,0
74,2658,366765,24,2,5,1,26,13.1,1.09,2.32,0
74,2658,366778,28,3,4,3,23,4.9,0.55,0.58,1
74,2658,366795,53,4,1,16,46,11.3,2.66,2.54,1
74,2658,366813,26,4,1,2,63,11.9,0.94,6.55,1
74,2658,366819,21,2,1,1,24,4.2,0.06,0.95,0
74,2658,366841,22,3,1,1,29,15.8,2.94,1.64,1
74,2658,366853,44,4,4,14,65,5.8,1.53,2.24,0
74,2658,366897,29,2,6,5,27,6.3,0.13,1.57,0
74,2658,366953,28,3,3,3,31,12.9,2.36,1.64,1
74,2658,366960,41,2,4,11,56,7.3,2.56,1.53,0
74,2658,367033,64,1,36,15,145,6.6,3.27,6.3,0
74,2658,367052,44,4,4,5,15,16.6,0.08,2.41,0
74,2658,367081,21,2,1,1,23,9.5,0.14,2.05,0
74,2658,367082,50,2,21,10,88,1.4,0.21,1.02,0
74,2658,367207,18,2,0,0,20,19,1.33,2.47,1
74,2658,367213,29,5,0,4,40,12.5,2.03,2.98,1
74,2658,367238,38,2,1,9,28,0.8,0.13,0.1,1
74,2658,367250,30,4,1,5,65,13.4,4.55,4.16,1
74,2658,367263,27,2,8,4,29,6.5,0.85,1.04,0
74,2658,367322,28,1,8,4,45,6,0.72,1.98,0
74,2658,367368,27,2,9,3,31,6.3,0.27,1.69,0
74,2658,367383,67,1,40,24,88,6.3,1.42,4.12,0
74,2658,367435,36,4,12,9,35,8.1,1.05,1.78,0
74,2658,367468,30,4,3,4,38,11.9,0.8,3.73,0
74,2658,367471,29,3,7,6,57,4.3,1.04,1.41,0
74,2658,367492,18,2,0,0,20,16.7,0.46,2.88,1
74,2658,367497,46,1,20,14,48,2.7,0.94,0.36,0
74,2658,367502,38,1,6,10,24,16.8,0.56,3.48,1
74,2658,367569,23,3,0,2,32,7.9,1.22,1.3,0
74,2658,367610,41,5,6,5,190,1.9,0.86,2.75,0
75,2600,370015,59,3,7,20,92,7.5,3.06,3.84,0
75,2600,370057,64,2,42,22,267,13.2,16.95,18.29,0
75,2600,370068,32,4,7,6,71,19.5,4.13,9.72,1
75,2600,370095,32,3,4,4,37,3.1,0.32,0.83,0
75,2600,370103,22,4,0,1,28,19.8,0.44,5.1,1
75,2600,370112,21,2,3,1,15,11.8,0.42,1.35,1
75,2600,370157,66,2,18,24,70,2.8,1,0.96,0
75,2600,370165,18,2,0,0,22,4.4,0.15,0.82,1
75,2600,370182,40,2,16,11,53,1.2,0.42,0.21,0
75,2600,370209,21,3,0,0,27,2.3,0.22,0.4,0
75,2600,370216,35,3,2,7,27,0.8,0.1,0.11,0
75,2600,370237,18,2,0,0,19,14.9,0.14,2.7,1
75,2600,370290,27,3,3,2,38,9.7,0.44,3.24,1
75,2600,370297,54,3,15,11,93,13.7,7.99,4.75,1
75,2600,370384,58,2,2,20,31,3.3,0.5,0.52,0
75,2600,370404,43,3,3,12,38,6,0.62,1.66,0
75,2600,370440,42,4,6,14,49,14.7,2.85,4.36,0
75,2600,370446,26,4,0,3,26,3.3,0.41,0.45,0
75,2600,370500,31,4,8,6,47,24.6,5.98,5.58,1
75,2600,370619,18,2,0,0,22,10.2,0.52,1.72,1
75,2600,370648,33,4,4,4,136,10.1,5.56,8.17,1
75,2600,370650,46,3,0,7,34,3.9,0.08,1.24,0
75,2600,370667,35,4,6,9,81,6.8,2.84,2.67,0
75,2600,370672,68,3,38,25,154,6.2,3.02,6.53,0
75,2600,370695,24,4,0,2,45,6.7,0.82,2.19,0
75,2600,370721,46,4,1,10,58,7.6,0.33,4.08,0
75,2600,370722,38,3,12,9,86,2.4,0.87,1.19,0
75,2600,370730,43,2,13,10,62,21.9,7.9,5.68,1
75,2600,370733,20,3,0,0,27,1,0.11,0.16,1
75,2600,370775,23,4,0,1,24,26.9,0.4,6.06,1
75,2600,370788,45,1,8,12,41,14.8,0.26,5.81,0
75,2600,370813,37,1,7,2,29,4.3,0.17,1.08,0
75,2600,370841,51,3,29,14,285,16.6,14.81,32.5,0
75,2600,370856,18,2,0,0,31,9.1,0.49,2.33,1
75,2600,370878,33,4,2,6,66,3.1,0.83,1.21,0
75,2600,370896,37,4,8,7,62,23.9,5.81,9.01,1
75,2600,370900,59,3,22,22,84,16,1.85,11.59,0
75,2600,370913,57,2,36,18,172,9.2,3.45,12.37,0
75,2600,370923,19,2,0,0,39,4.4,0.73,0.99,0
75,2600,370970,44,2,15,17,59,18.3,5.85,4.95,1
75,2600,371071,32,2,0,4,35,18.1,1.14,5.19,1
75,2600,371139,38,3,6,11,37,19.1,2.37,4.69,1
75,2600,371228,19,2,0,0,17,12.4,0.34,1.77,1
75,2600,371240,21,3,0,1,35,22.7,2.13,5.82,1
75,2600,371311,28,1,7,3,43,23.4,0.27,9.79,1
75,2600,371316,19,2,0,0,30,24.3,0.53,6.76,1
75,2600,371328,48,1,0,12,28,2.6,0.12,0.61,0
75,2600,371340,46,1,15,13,95,15.4,6.69,7.94,0
75,2600,371388,30,2,6,5,32,1.5,0.19,0.29,0
75,2600,371395,52,1,30,13,125,15.7,8.32,11.3,0
75,2600,371420,33,2,3,3,36,18,2.18,4.3,0
75,2600,371423,36,4,10,7,51,13.2,3.45,3.28,0
75,2600,371426,71,2,13,10,59,24.4,2.66,11.73,0
75,2600,371473,40,4,12,10,87,5.8,0.54,4.5,0
75,2600,371580,32,4,5,5,87,10.4,0.46,8.59,0
75,2600,371656,32,2,12,7,75,7.1,1.55,3.78,0
75,2600,371660,25,3,1,3,16,4.5,0.39,0.33,0
75,2600,371716,36,4,8,6,100,19.9,11.56,8.34,1
75,2600,371741,22,2,0,1,18,3.5,0.33,0.3,0
75,2600,371761,35,2,9,9,43,14.9,2.52,3.89,0
75,2600,371783,26,3,4,1,23,8.2,0.35,1.54,0
75,2600,371803,51,1,23,10,47,2.2,0.34,0.69,0
75,2600,371809,20,3,0,1,31,18.3,1.95,3.72,1
75,2600,371811,39,2,7,10,56,10.9,4.07,2.03,1
75,2600,371824,33,2,6,8,41,2.1,0.02,0.84,0
75,2600,371907,25,2,6,0,18,16.3,1.86,1.07,1
75,2600,371910,43,3,8,9,49,6,0.87,2.07,0
75,2600,371939,33,5,0,5,46,15.7,0.75,6.47,0
75,2600,371987,36,4,8,8,58,17.2,1.28,8.7,0
75,2600,371988,33,4,5,7,35,5.2,0.58,1.24,0
75,2600,372012,25,2,5,2,18,12.6,0.11,2.15,1
75,2600,372041,40,3,5,9,34,23.3,1.53,6.39,0
75,2600,372048,41,2,14,9,76,18,9.18,4.5,1
75,2600,372086,28,1,4,4,20,13.6,0.53,2.19,0
75,2600,372090,19,2,0,0,20,1.2,0.03,0.21,0
75,2600,372091,25,2,7,3,27,7.6,0.23,1.82,0
75,2600,372120,46,1,6,5,37,31.6,2.34,9.35,1
75,2600,372126,43,3,13,7,71,4.2,1.41,1.57,0
75,2600,372138,57,1,25,22,61,1.6,0.18,0.8,0
75,2600,372174,70,1,6,22,22,19.9,0.5,3.88,0
75,2600,372193,32,2,7,2,40,6.2,0.51,1.97,0
75,2600,372218,18,2,0,0,22,3.4,0.37,0.38,1
75,2600,372221,23,3,1,1,42,1.3,0.17,0.38,0
75,2600,372227,36,2,4,9,57,4.2,0.69,1.7,1
75,2600,372245,20,3,0,0,27,5.1,0.53,0.85,0
75,2600,372258,29,5,2,3,25,12,1.13,1.87,1
75,2600,372266,22,2,0,1,30,11.5,1.69,1.76,1
75,2600,372285,41,4,6,7,87,3.7,1.02,2.2,0
75,2600,372317,26,2,4,3,22,6.7,0.03,1.44,0
75,2600,372406,40,1,3,11,21,5.3,0.09,1.02,0
75,2600,372407,46,3,12,12,111,5.8,1.09,5.34,0
75,2600,372420,42,3,19,2,24,15.1,2,1.62,0
75,2600,372447,20,3,0,0,21,15.1,1.26,1.91,1
75,2600,372450,22,4,0,1,51,8.7,1.07,3.37,1
75,2600,372485,20,3,0,0,13,1.1,0.05,0.09,0
75,2600,372496,24,4,1,2,36,13,1,3.68,1
75,2600,372514,72,2,48,30,233,28.8,18.25,48.85,0
75,2600,372545,51,2,9,19,82,14.6,1.5,10.48,0
75,2600,372551,57,5,31,23,1079,1.4,1.96,13.14,0
75,2600,372571,33,3,3,9,26,12.8,0.92,2.41,0
76,3572,375011,48,5,2,6,52,13.1,1.52,5.29,0
76,3572,375014,40,1,2,6,30,3,0.05,0.85,0
76,3572,375038,26,1,2,2,23,2.5,0.03,0.54,0
76,3572,375102,30,1,0,6,25,5.7,0.48,0.94,0
76,3572,375106,39,2,0,4,36,7.5,0.87,1.83,1
76,3572,375141,44,3,6,12,39,8.9,1.82,1.65,1
76,3572,375217,40,3,15,12,129,11.9,4.82,10.53,0
76,3572,375267,60,2,2,18,29,3.3,0.54,0.42,0
76,3572,375293,47,2,8,13,49,18.4,1.58,7.44,0
76,3572,375313,41,4,15,12,127,18.2,18.12,4.99,0
76,3572,375331,22,1,4,0,27,4.1,0.33,0.77,0
76,3572,375333,42,1,8,10,65,14.6,2.7,6.79,0
76,3572,375404,42,2,20,16,117,23.3,12.73,14.53,1
76,3572,375460,19,2,0,0,28,2.8,0.24,0.54,1
76,3572,375511,59,3,11,21,55,10,1.4,4.1,0
76,3572,375532,23,2,2,2,25,10.6,0.5,2.15,1
76,3572,375716,64,2,24,18,83,8.4,0.17,6.8,0
76,3572,375727,25,4,0,3,42,14.3,0.76,5.24,1
76,3572,375732,31,2,10,5,41,17.9,0.36,6.98,0
76,3572,375758,32,2,1,6,129,19.9,11.91,13.76,1
76,3572,375861,19,2,0,0,35,9.3,0.94,2.32,0
76,3572,375890,42,4,12,5,15,14.4,0.66,1.5,0
76,3572,375893,19,1,0,0,20,11.7,1.17,1.17,1
76,3572,375902,38,2,18,5,55,16.1,2.34,6.52,0
76,3572,376001,28,1,7,5,32,9.2,0.95,2,0
76,3572,376006,24,2,1,2,19,16.3,0.19,2.91,1
76,3572,376023,38,3,9,9,66,5.5,0.57,3.06,1
76,3572,376027,54,1,22,16,49,5.2,0.76,1.79,0
76,3572,376070,20,3,0,0,29,11.7,1.25,2.14,1
76,3572,376129,51,3,10,18,57,19.5,3.58,7.54,0
76,3572,376169,30,2,0,5,26,3.6,0.48,0.46,1
76,3572,376185,26,2,2,2,36,9.4,0.77,2.61,0
76,3572,376190,25,1,0,1,19,8,0.85,0.67,0
76,3572,376202,29,2,5,4,26,5.3,0.63,0.75,1
76,3572,376210,50,1,27,12,85,11.8,3.44,6.59,0
76,3572,376241,50,5,22,13,71,4.9,1.31,2.17,0
76,3572,376263,39,3,7,5,39,12.2,0.71,4.04,0
76,3572,376363,29,3,3,4,74,3.6,0.58,2.08,0
76,3572,376395,32,5,0,5,22,14.8,0.21,3.05,0
76,3572,376403,26,2,1,3,24,13.4,1.48,1.74,0
76,3572,376405,29,2,10,6,50,9.8,2.91,1.99,0
76,3572,376416,25,3,3,2,43,15.6,3.68,3.03,1
76,3572,376418,33,2,3,7,29,5.4,0.37,1.19,0
76,3572,376430,20,3,0,0,25,5,0.13,1.12,1
76,3572,376443,24,3,0,1,23,7.4,0.24,1.46,0
76,3572,376451,21,1,2,1,25,9.8,0.42,2.03,1
76,3572,376456,42,3,16,8,71,3.3,0.76,1.59,0
76,3572,376565,20,2,1,0,37,7.1,0.97,1.66,0
76,3572,376619,40,1,2,14,31,2.4,0.22,0.52,1
76,3572,376642,36,2,10,3,77,11.3,1.5,7.2,1
76,3572,376657,18,2,0,0,18,2.3,0.09,0.33,0
76,3572,376681,69,1,4,32,25,7.1,0.48,1.3,0
76,3572,376724,27,4,2,1,31,3.9,0.56,0.65,0
76,3572,376777,53,3,31,18,120,9,1.7,9.1,0
76,3572,376801,23,4,0,2,19,1.4,0.18,0.09,0
76,3572,376870,32,2,0,7,22,22.5,0.58,4.37,1
76,3572,376955,26,4,1,4,38,13.3,0.31,4.74,0
76,3572,376960,29,3,7,3,21,5.9,0.8,0.44,0
76,3572,377041,28,1,4,4,25,6.5,0.21,1.41,0
76,3572,377052,61,2,29,24,142,7.7,3.08,7.85,0
76,3572,377198,53,2,4,20,35,1.5,0.08,0.45,0
76,3572,377201,36,5,9,6,108,6.5,3.62,3.4,0
76,3572,377300,68,2,11,15,84,6.1,1.36,3.77,0
76,3572,377307,38,1,17,7,41,16.9,3.99,2.94,0
76,3572,377319,48,3,15,11,133,4.1,1.95,3.5,0
76,3572,377324,77,2,30,33,80,3.9,0.8,2.32,0
76,3572,377348,35,1,18,4,63,1.6,0.42,0.58,0
76,3572,377476,25,4,0,3,68,4.5,1.13,1.93,1
76,3572,377479,29,1,11,2,39,3.2,0.57,0.68,0
76,3572,377481,20,2,0,0,24,1.1,0.08,0.19,1
76,3572,377499,21,3,0,1,17,7.8,0.21,1.11,0
76,3572,377510,18,2,0,0,19,7,0.28,1.05,1
76,3572,377525,23,1,6,3,29,12.9,0.59,3.15,0
76,3572,377533,25,1,5,3,29,2.7,0.16,0.62,0
76,3572,377604,42,4,14,6,55,9.1,1.49,3.51,0
76,3572,377692,35,4,0,8,144,3.2,1.52,3.09,1
76,3572,377707,35,5,2,9,41,10.5,0.49,3.81,1
76,3572,377783,38,1,11,10,33,10.5,1.59,1.88,0
76,3572,377794,56,1,30,10,144,8.1,6.4,5.26,0
76,3572,377845,48,3,13,10,153,2.3,1.77,1.75,0
76,3572,377846,28,3,6,5,30,20.5,1.29,4.86,0
76,3572,377864,25,4,1,1,75,11.1,2.65,5.68,1
76,3572,377901,43,1,6,10,54,2.3,0.72,0.52,0
76,3572,377927,20,3,0,1,22,10,0.88,1.32,0
76,3572,377983,34,4,2,5,55,12.7,4.78,2.21,1
76,3572,377990,25,3,3,3,36,10.2,0.52,3.15,1
76,3572,377997,34,2,13,6,50,16.6,6.76,1.54,0
76,3572,378045,23,2,1,1,29,16.7,2.51,2.33,1
76,3572,378074,27,3,1,3,47,4.3,0.9,1.12,0
76,3572,378163,24,1,0,1,28,1.5,0.2,0.22,0
76,3572,378173,20,3,0,1,17,10.5,0.3,1.49,0
76,3572,378213,56,1,20,20,81,12.1,1.25,8.55,0
76,3572,378246,37,4,9,7,72,24.7,2.1,15.69,1
76,3572,378262,48,5,20,15,162,6.2,0.66,9.38,0
76,3572,378264,28,2,2,2,24,3.7,0.34,0.55,1
76,3572,378283,37,1,11,11,63,21.6,4.19,9.42,0
76,3572,378329,34,3,3,4,47,7,1.32,1.97,0
76,3572,378373,26,3,0,2,43,9.8,0.94,3.28,1
76,3572,378442,28,5,0,3,33,7.8,0.83,1.74,0
76,3572,378454,28,3,3,4,75,4.3,0.48,2.75,0
77,2251,380007,22,4,0,0,27,6,0.61,1.01,1
77,2251,380031,38,3,9,13,94,21.6,7,13.3,1
77,2251,380045,20,2,0,1,19,5.9,0.07,1.05,1
77,2251,380087,36,4,11,3,42,2.8,0.67,0.5,0
77,2251,380110,26,4,1,4,89,2.3,0.93,1.12,1
77,2251,380113,33,4,7,7,185,8.5,3.88,11.84,0
77,2251,380131,25,2,2,3,24,6.8,1.01,0.63,0
77,2251,380145,22,4,0,1,56,2.8,0.41,1.16,0
77,2251,380151,25,2,2,3,26,10.3,0.86,1.82,0
77,2251,380201,36,2,4,7,34,16.8,1.16,4.55,1
77,2251,380223,30,5,2,6,21,10.4,1.16,1.03,1
77,2251,380229,21,3,0,1,39,18.5,5.21,2.01,1
77,2251,380247,33,2,8,7,35,7.3,0.61,1.94,0
77,2251,380259,25,1,9,4,29,11.4,1.17,2.14,0
